distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z
1.10910683351968,1237665532782838451,207.166014270825,26.5222569626247,20.43244,20.61965,19.14723,18.34831,17.94954,0.2763448,0.03879102,0.01667827,0.01447713,0.03628279,0.05948743,0.0463522,0.03206624,0.02382865,0.01772414
1.73994214147575,1237665532782837948,207.177927210587,26.5173645616282,18.52782,17.01756,16.11889,15.70149,15.38096,0.02989634,0.004398894,0.003410107,0.003518307,0.006471287,0.05853316,0.04560864,0.03155185,0.0234464,0.01743982
2.03976348157941,1237665532782773380,207.136000664173,26.5523134131906,25.87607,23.18554,20.8482,19.49526,19.09641,0.3907598,0.2474232,0.08812413,0.04426463,0.1427372,0.05858309,0.04564755,0.03157876,0.0234664,0.01745469
2.44307108800889,1237665532782837856,207.179216189543,26.5468681633245,18.20462,17.53042,16.67759,16.23894,15.98336,0.04736228,0.005997196,0.004687791,0.005007199,0.01176963,0.05970593,0.04652246,0.03218402,0.02391618,0.01778924
2.50091419203013,1237665532782837958,207.191355991166,26.5272477498348,19.98562,18.08327,17.25832,16.86549,16.63052,0.05284609,0.006792793,0.005161386,0.005455837,0.01124889,0.05819884,0.04534814,0.03137163,0.02331249,0.01734021
2.66597817553215,1237665532782838266,207.182513030531,26.4897033132398,22.89248,20.85228,19.13266,18.5864,18.29608,0.5716512,0.0529401,0.01953321,0.01824357,0.04296737,0.05600835,0.04364133,0.03019087,0.02243505,0.01668756
2.68096259831281,1237665532782772604,207.172045309786,26.5573251534672,20.04544,20.11583,18.52984,17.95033,17.69029,0.2674796,0.03024197,0.01153767,0.01099482,0.02961094,0.05930739,0.04621192,0.03196919,0.02375653,0.0176705
2.83598167820552,1237665532782837961,207.188725971441,26.492130966588,19.32336,18.13913,17.35456,16.97399,16.74379,0.06252815,0.008267602,0.006255887,0.006878993,0.01671141,0.05614177,0.04374529,0.03026279,0.02248849,0.01672731
3.14810639812623,1237665532782772542,207.163757343566,26.5693107879712,19.09087,17.31029,16.42334,16.01486,15.70875,0.03239231,0.004851587,0.003781389,0.00393035,0.007521365,0.05786744,0.04508992,0.03119299,0.02317974,0.01724147
3.19686439368197,1237665532782772495,207.111308922031,26.4758646942157,19.93909,17.98118,16.8844,16.48354,16.14751,0.06723052,0.006956226,0.004631955,0.004793167,0.009563442,0.05557027,0.04329998,0.02995472,0.02225957,0.01655703
3.25805416175105,1237665532782772348,207.087781092401,26.5029380580457,19.21119,17.75816,16.9606,16.61704,16.30685,0.06578857,0.007341289,0.005537359,0.006033734,0.01469655,0.05717595,0.04455111,0.03082025,0.02290275,0.01703544
