distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,sdss_photo_redshift,sdss_photo_redshift_error,photoErrorClass,specObjID,spec_redshift,spec_redshift_error
2.50271591700265,1237665227841339518,182.334341479112,33.1193732562596,19.77168,18.29556,17.70012,17.37329,16.89491,0.08951055,0.01187087,0.009462767,0.01002165,0.02217095,0.05779489,0.04503338,0.03115389,0.02315068,0.01721985,0.085603,0.023109,1,2352017883342596096,0.1030382,8.646525e-06
3.45207095635381,1237665330925142138,182.318714741936,33.0550083431571,18.39366,17.53278,17.18669,16.8725,16.69978,0.0221721,0.005512409,0.005225259,0.005922771,0.0154053,0.05938334,0.0462711,0.03201013,0.02378696,0.01769313,0.087016,0.019588,1,2256416725706762240,0.1069562,7.3339e-06
3.69136993683146,1237665227841339986,182.301215068442,33.1092638386679,22.33633,21.86785,20.00052,19.28485,19.01663,1.854041,0.1034884,0.03198724,0.02272112,0.06852598,0.06053458,0.04716814,0.0326307,0.0242481,0.01803613,0.485053,0.023672,1,5192786253830182912,0.4720632,0.0001290481
3.79898697318499,1237665227841340014,182.313187516099,33.1318889869248,20.9487,21.35789,20.52395,19.47156,19.31463,0.6972706,0.1159158,0.04940461,0.03424606,0.08984991,0.05880035,0.04581684,0.03169588,0.02355343,0.01751943,0.493078,0.049714,1,5192786528708089856,0.4857873,0.0001365433
4.45360747792689,1237665330925142136,182.319144167877,33.0318925497065,19.01859,18.20657,18.01558,17.79671,17.72169,0.03209868,0.00872665,0.01014434,0.01346349,0.05191736,0.05914382,0.04608446,0.03188102,0.02369101,0.01762176,0.106859,0.020412,-1,2352016508953061376,0.1063296,9.682823e-06
4.58088473286424,1237665227841405439,182.460506511362,33.1084920396114,22.16834,21.9941,20.9679,19.78514,19.73269,1.000362,0.1599828,0.06764051,0.0409593,0.1016278,0.05015015,0.03907666,0.02703305,0.02008845,0.01494212,0.535014,0.035255,1,5191768381158873088,0.4719081,0.0001525233
4.9550992440698,1237665227841340073,182.3449817104,33.171219853195,22.32614,20.67374,19.28712,18.52239,18.19331,0.8950877,0.06228009,0.02203201,0.01983578,0.04165322,0.05719267,0.04456414,0.03082927,0.02290945,0.01704042,0.397566,0.033729,1,5191769205792593920,0.4229908,7.413769e-05
5.28931847106153,1237665330925142577,182.467420465662,33.0553117242161,21.41862,20.71871,18.99769,18.43198,18.20702,0.3922195,0.04697825,0.01630291,0.01615365,0.04217359,0.04773127,0.03719188,0.02572917,0.01911953,0.01422142,0.34875,0.019009,1,5191769755548407808,0.3527504,6.395262e-05
5.34378485972491,1237665330925142133,182.30579869174,33.0217664672428,19.46459,18.40837,17.5773,17.23981,16.9464,0.05333234,0.007888463,0.005877712,0.006529923,0.0150467,0.06017496,0.04688792,0.03243685,0.02410406,0.01792899,0.103416,0.025448,1,2358926664253073408,0.1062666,2.385061e-05
5.43631916581602,1237665227841340167,182.382478944875,33.1818462016002,20.58438,22.01315,20.88357,19.93159,19.64208,0.4077027,0.147899,0.0565402,0.03679968,0.08554214,0.05647642,0.04400605,0.03044318,0.02262254,0.01682702,0.498373,0.038783,1,5192798073580181504,0.5454469,0.0001759539
6.20476532976584,1237665227841405451,182.465530763307,33.1588269569489,22.04942,22.15301,20.50151,19.6928,18.91641,1.462132,0.1424208,0.06102472,0.04095046,0.07033431,0.05295625,0.04126315,0.02854566,0.02121248,0.01577819,0.531317,0.031324,1,5191767831403059200,0.492231,0.0001487572
6.24878053401451,1237665227841340257,182.256064642935,33.1301868822493,26.21825,22.07632,21.44982,20.31238,19.19757,0.5661541,0.3185482,0.1415289,0.05880391,0.1217344,0.06271998,0.04887098,0.03380872,0.0251235,0.01868727,0.633429,0.037532,3,11569914981354067968,0.6743643,0.0002405523
6.43165746712851,1237665227841339935,182.277382006487,33.1642598272123,23.32205,20.99828,19.58264,18.82726,18.24363,0.4876418,0.08010966,0.03122602,0.02361077,0.05085724,0.0592378,0.0461577,0.03193168,0.02372866,0.01764976,0.434294,0.024611,1,2352031352360036352,0.4725595,0.0002425357
